Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Shinjuku,Industrial,1,1.658671880236473,None,544.7713432683619,777.4938860760595,1764.2350884112611,Private,Panoramic,2.7157242323203463,25.667971457825043,1,27.195617188338584,5,0.046,Apartment,Steel,1996,1991,2,North,92.57781092700382,26.65505385485374,200.0,1,0,1,1,Mechanical,0,0,Low,1,0,1,0,4,3,1,2,1,Island,Standard,0,1,Auto,1,2.3961033202933204,0,1,0,0,3,3,5,D,1,1,5,3,5190.969113248268,Freehold,Company,Normal,VacantSoon,Owner,2024,1,4,3,0,1,1,53240396.188796036,1,0,1,4,4.3271998014194875,Low,0,3.85,0,Yes,17,89.31035910347893,C,0,6062036.478262251,0.3,-0.011,138,34,95,92,5,0,1,0,0,0,0,0,30541000.0
Chuo,Commercial,1,1.9884487017733519,Heavy,533.1826969398854,437.8056002834855,689.8005531760182,Alley,Panoramic,3.5939337556033273,49.114389140405734,5,37.89222499060473,5,0.066,Apartment,Wood,1985,2008,9,East,48.06189434965076,45.895978839342945,274.56351913049815,1,0,0,1,None,1,0,Medium,0,1,1,0,2,2,0,1,2,Island,Standard,1,1,Smart,0,2.648570058953924,1,1,1,0,4,5,9,D,7,0,2,5,10319.515486434513,Freehold,Bank,Normal,Rented,Agent,2021,3,8,4,1,1,0,51702550.97603093,0,0,1,4,3.8425934024561967,High,0,3.75,0,No,52,42.13090508090272,B,1,5128427.517566681,0.23,0.007,283,72,149,64,2,0,0,0,0,1,0,0,40672000.0
Shinjuku,Residential,1,1.3267108815333761,Moderate,453.8076079116083,598.0587498768327,1396.329361658382,Main,Partial,0.9585217192347331,23.476489900588255,2,20.728570144644568,2,0.172,Apartment,Steel,1983,2001,7,East,135.31475309725514,72.71972769211523,233.9834071451556,1,1,0,1,None,1,0,High,1,1,0,1,5,3,1,2,1,Island,High-End,0,1,Auto,0,0.7630928007539111,0,1,0,0,3,1,3,D,10,0,9,9,12705.10440221721,Freehold,Company,Inheritance,Immediate,Agent,2021,6,6,4,0,0,0,46865038.058614895,1,1,1,1,6.540245958363142,Medium,0,3.84,1,Yes,72,21.12347006211314,A,0,5245421.924172165,0.02,0.026,104,35,172,78,2,0,0,0,0,1,0,0,50371000.0
Shibuya,Residential,1,1.3594112472509066,Light,218.29526323618276,1739.4529645858233,1396.9436499903964,Alley,Open,3.6125380702069663,32.82478596857059,2,16.69899617200121,5,0.155,Detached,Wood,2003,2011,5,South,147.05082247710516,47.12244841031547,226.4669285252771,1,1,0,1,None,0,0,High,0,0,0,1,3,3,0,1,1,Island,Standard,1,0,Auto,0,3.400461733593548,0,1,0,1,2,5,7,E,1,1,8,4,12469.166633091865,Leasehold_30yr,Company,Inheritance,Rented,Agent,2022,10,2,4,1,0,0,72376738.79949836,1,0,1,2,5.264371294458159,Medium,0,7.98,0,Yes,59,63.11072107001404,B,0,5583627.986046058,0.1,0.047,446,77,130,29,6,0,0,0,0,0,0,0,44230000.0
Setagaya,Residential,1,1.1802678781897153,None,415.63143058620204,977.9306287828082,1787.2228532651827,Alley,Open,2.6558706043517057,27.02724002863378,3,32.28927402702754,2,0.087,Apartment,Precast,1976,2005,3,West,166.4816661726502,41.62141450058857,255.35192100715946,1,0,1,1,Mechanical,1,0,Medium,1,0,0,0,3,2,0,2,1,Closed,Standard,1,0,Auto,0,1.5009155221240857,1,0,0,1,3,5,6,E,10,0,8,8,7674.458208675412,Freehold,Company,Foreclosure,Immediate,Agent,2023,8,4,1,1,1,1,51340284.46205489,0,0,1,1,9.006573299703023,High,0,5.23,0,Yes,68,59.420619505933594,C,1,6323968.71820637,0.31,-0.017,449,62,87,12,1,0,0,0,0,1,0,0,45033000.0
Setagaya,Residential,0,2.8433301098614514,Moderate,629.0977110102918,1115.7779523116137,1395.823656474848,Private,Partial,3.78155107208321,36.256141520713825,3,15.363127898324835,3,0.128,Mansion,Wood,1989,2017,9,East,94.8589958948171,108.47723707872626,224.52351004536467,0,0,0,0,Mechanical,0,0,None,1,0,1,0,4,2,0,1,2,Compact,Standard,0,1,Standard,1,5.6355374581370565,0,0,0,0,1,3,2,D,7,0,2,7,7826.0335461382565,Leasehold_50yr,Owner,Inheritance,VacantSoon,Agent,2022,11,5,5,0,0,1,60016873.35348166,1,1,0,1,5.767880657890846,Low,1,7.42,0,No,32,32.24204370507546,A,1,4511170.716880508,0.03,0.045,466,30,36,80,3,0,0,0,0,0,0,1,77622000.0
Taito,Residential,0,2.1718848342513293,Moderate,579.8149278964042,694.4309529130529,1030.7105068932706,Private,Blocked,3.7691623839899204,31.32147435041288,3,33.066926996134136,5,0.02,RowHouse,Wood,2000,2020,7,West,153.34008358600977,75.4254197825959,266.99646505255373,0,1,1,1,Manual,1,1,Medium,0,0,1,1,1,2,0,1,1,Compact,High-End,1,0,Standard,1,7.755806839020522,0,1,1,1,4,3,9,E,2,1,2,3,15035.379539918806,Freehold,Company,Normal,VacantSoon,Agent,2023,11,1,4,1,1,0,48214579.22209689,1,1,0,3,4.345239980742886,Medium,1,6.0,1,Yes,8,32.68848231485703,C,0,7274827.5768568525,0.09,0.018,349,77,190,10,5,0,0,0,0,0,0,0,68807000.0
Setagaya,Industrial,1,2.9185508237936646,Moderate,525.3133662150744,543.3171894270322,1037.0097650488397,Main,Panoramic,0.0,28.407398437940444,3,26.59376948771823,0,0.021,Apartment,Wood,1991,2023,3,West,55.10460086285451,119.33483396416852,240.40852921624818,0,1,0,1,Manual,0,0,Low,0,0,1,1,5,2,0,1,1,Island,Standard,0,1,Standard,0,7.982893478556678,0,1,1,0,1,3,10,B,8,0,6,9,7057.919599841672,Leasehold_50yr,Owner,Foreclosure,VacantSoon,Owner,2020,1,9,2,0,1,1,66991573.00660103,1,0,1,3,6.828387842604783,High,1,2.54,0,Yes,50,13.088546968791505,A,1,7038906.910041963,0.09,0.027,375,74,174,31,4,0,0,0,0,1,0,0,90973000.0
Minato,Commercial,0,3.025386564543962,Moderate,50.0,1032.9283323343957,1197.6877530124236,Private,Partial,3.7583597804909665,13.583503369876501,3,34.944664883523735,2,0.038,RowHouse,Wood,1989,2023,5,North,124.50815509843065,124.4715896323114,268.36460713395286,0,1,1,0,Manual,0,0,High,0,0,0,1,4,3,1,1,1,Closed,High-End,1,1,Standard,0,6.762697945061387,0,1,1,0,1,3,4,A,10,1,4,6,12899.275631088223,Leasehold_30yr,Owner,Inheritance,Immediate,Owner,2024,12,5,1,1,1,1,58670202.00435062,0,1,0,2,2.635581165884986,High,1,4.48,1,Yes,82,70.6105538169097,A,1,3023228.1921800533,0.11,-0.009,387,68,153,90,3,0,0,0,0,1,0,0,81628000.0
Chuo,Industrial,1,1.5400856728643264,None,346.6939702731855,228.88451925567472,1653.0677013320174,Private,Panoramic,3.811683111900156,14.464498234695451,3,16.161711960753983,0,0.177,Detached,Wood,1984,2022,3,East,147.54319059565043,93.82681933283784,264.637406887027,1,0,0,0,None,0,0,High,0,0,1,1,2,3,0,1,1,Closed,Standard,0,0,Standard,1,2.2132416495427414,0,1,1,1,1,4,8,E,3,0,9,4,5596.052687930089,Leasehold_30yr,Company,Foreclosure,VacantSoon,Agent,2022,5,9,2,0,1,0,60994882.237303086,0,1,0,3,4.040971007277494,High,1,5.43,0,Yes,46,61.948964902707786,A,1,8564913.809074055,0.2,0.017,445,74,102,45,2,0,0,0,0,0,0,0,74003000.0
Taito,Residential,1,2.8815849843885637,Moderate,320.42769466254924,604.7784501865842,1522.6079434997198,Private,Open,0.9900231580238339,18.838662533192036,5,42.98163151443904,1,0.26,Detached,Steel,1994,2009,3,South,152.2325358360717,115.31445741993835,242.44194581783455,0,0,0,0,Manual,0,1,Low,1,1,1,0,3,3,0,1,2,Island,Standard,0,0,Auto,0,3.8383666462882973,0,1,0,1,1,5,3,E,8,0,4,4,8617.883394165847,Freehold,Bank,Inheritance,Rented,Agent,2023,7,7,5,0,1,1,51207517.27881036,0,1,1,3,6.766404475171831,High,0,6.44,0,No,52,72.44782840746109,C,1,5081902.055142278,0.37,0.016,179,68,135,24,4,0,0,0,0,0,0,0,91317000.0
Minato,Residential,0,1.9858792780665673,Heavy,124.1856079845968,693.6273635788096,765.715479643896,Main,Partial,0.625744676653168,22.074856766895675,5,28.1696551500631,0,0.085,Mansion,RC,2015,2004,7,West,160.99966312619605,79.87588279220928,226.38902062695954,0,1,1,1,Manual,0,1,Low,1,1,1,1,2,2,0,1,1,Closed,Standard,1,1,Smart,0,3.090392089814293,1,1,1,1,3,2,5,E,3,0,8,5,3000.0,Freehold,Bank,Normal,Immediate,Agent,2020,8,7,2,1,1,1,64156586.30387506,1,0,0,4,2.977820843673421,Low,0,5.87,1,Yes,68,53.59767540240617,A,0,3000000.0,0.3,0.004,237,39,141,87,8,0,0,0,0,1,0,0,54189000.0
Minato,Residential,0,1.841326494520748,None,625.9394052843168,1083.4967310105962,1311.4651301219412,Main,Blocked,3.429668733970714,26.1114624892778,2,37.63522667904823,3,0.02,Apartment,Precast,1970,2011,9,East,146.78081179120545,37.62338225593922,274.7659425927779,1,1,0,1,None,0,1,None,0,1,1,0,5,3,1,1,1,Compact,Standard,1,0,Auto,0,1.9479540925205856,0,0,0,1,3,4,1,E,4,0,6,2,12846.39447028948,Leasehold_50yr,Owner,Normal,Immediate,Owner,2024,10,3,3,1,0,1,70818909.61116043,0,0,1,3,4.332429714845255,Low,1,6.99,0,No,49,53.70315489045674,C,1,6780807.879850759,0.17,-0.0,229,44,84,55,1,0,0,0,0,1,0,0,35774000.0
Shinjuku,Residential,0,3.2523670966607754,Moderate,50.0,924.1138140863928,1530.105373590276,Main,Panoramic,2.6363334852699367,18.862686369464733,2,39.59875461284889,5,0.216,RowHouse,Steel,1986,1999,5,East,125.56682817635911,30.967337369433984,209.6749662040967,0,0,0,1,None,1,0,High,0,1,0,1,4,3,0,2,2,Island,Standard,1,1,Smart,1,3.6401150158978792,1,0,0,1,4,5,9,C,3,1,4,5,10210.039039191348,Freehold,Owner,Foreclosure,Rented,Owner,2024,1,10,2,0,0,0,42984335.59446567,0,0,0,1,6.955356058103689,Low,1,6.13,1,No,60,73.95933382113405,B,1,8063550.347418731,0.19,0.031,186,43,167,34,3,0,0,0,0,0,0,0,44045000.0
Setagaya,Commercial,0,2.553768462815432,None,609.1589369753282,658.1300814102173,1105.1298457643327,Private,Open,1.729097257143137,5.22798188745654,3,18.42555047634044,5,0.258,RowHouse,RC,1985,2002,4,West,182.027495360902,20.0,233.21847950807188,1,1,1,1,Mechanical,0,1,Medium,1,0,0,0,3,2,0,1,1,Island,Standard,0,1,Standard,1,4.047533668099944,0,1,1,1,5,1,4,A,8,0,7,8,8822.157007620604,Freehold,Bank,Foreclosure,Rented,Owner,2024,2,5,2,0,1,1,77203053.99236523,0,1,0,5,7.4581953175546,Low,0,2.12,1,Yes,5,54.90673849669361,C,0,7247660.7064832365,0.05,0.039,338,34,60,83,2,0,0,0,0,0,0,0,26495000.0
Shibuya,Residential,0,1.6475757449362727,Heavy,732.3095623508073,910.6919036307036,336.01022928736427,Private,Open,4.2265395876919,35.273752611784076,2,38.82257509608076,4,0.05,RowHouse,Steel,2006,1991,4,South,117.38641390110173,117.81489888643405,257.35138227058485,0,1,0,0,Manual,1,1,Low,1,1,0,1,5,2,0,2,1,Compact,Standard,1,1,Smart,1,3.325510321235425,0,0,0,0,5,3,3,B,10,0,4,9,17532.221523616252,Leasehold_50yr,Company,Foreclosure,Rented,Agent,2022,9,5,2,0,0,0,50958739.929150015,0,0,0,1,6.735260067003681,Low,0,2.47,0,No,92,39.07802761914727,C,1,4624185.189172225,0.26,0.011,443,30,35,45,7,0,0,0,0,0,0,0,85777000.0
Shibuya,Commercial,1,2.488793315526648,Heavy,347.53956543278287,709.0544483069972,1121.4107532224423,Main,Blocked,2.863048580865601,29.47304743315202,3,15.749332248556744,3,0.122,Detached,RC,1990,1995,3,East,119.48471005274338,93.21171217043963,210.67592126249372,1,0,1,1,Mechanical,0,1,Medium,0,0,1,0,3,1,0,1,1,Compact,High-End,1,0,Auto,1,4.758175090898232,1,0,1,1,1,3,10,E,4,1,1,4,7474.399359321709,Freehold,Bank,Foreclosure,Rented,Agent,2024,8,7,1,0,0,0,36225433.01600527,0,0,0,3,1.0,High,1,6.06,0,Yes,40,75.71856976516433,A,0,8427936.089359071,0.32,0.024,389,67,159,28,3,0,0,0,0,1,0,0,75016000.0
Taito,Residential,0,0.7342873478304106,None,381.41526400557973,1121.0113276802972,605.9401198947696,Private,Blocked,0.0,25.602509855636423,5,16.298622572401072,1,0.056,Apartment,Steel,1996,1999,8,East,198.98845176806802,20.0,215.57487773834896,1,0,0,0,None,0,1,Low,1,1,1,0,3,2,0,1,1,Closed,Standard,0,1,Auto,0,3.6398231147703983,1,0,1,0,2,3,10,C,9,1,10,4,15754.97549533389,Leasehold_50yr,Bank,Inheritance,Immediate,Owner,2020,9,2,5,0,1,1,70452107.51562577,0,1,1,1,5.79271406189131,Medium,0,5.43,0,Yes,61,38.71805685276183,B,1,8014883.499928163,0.32,0.045,218,44,26,58,5,0,0,0,0,0,0,0,28169000.0
Shibuya,Commercial,0,2.2473129811396166,Moderate,641.8898089233346,870.8470166231248,542.6180224013475,Private,Panoramic,1.2788970626449603,37.53858319514411,4,49.639992359884346,5,0.041,Mansion,Precast,2004,2021,10,South,30.0,112.73357439875002,236.35563953046284,0,1,0,1,Manual,0,0,Low,0,1,0,0,4,3,0,1,2,Closed,Standard,0,1,Auto,0,2.9718748363460192,1,1,0,1,1,5,2,D,1,1,1,8,12999.228541064205,Leasehold_30yr,Bank,Foreclosure,Rented,Agent,2020,6,6,3,0,1,0,52093093.61968825,1,1,1,1,7.514282063059605,Low,1,3.27,1,No,28,48.37246338945829,B,1,4010964.59592439,0.27,0.046,291,34,102,91,6,0,0,0,0,0,0,1,74827000.0
Chuo,Industrial,0,0.5004084491418164,Moderate,209.08633664391698,1320.932841429888,1626.0663596119778,Alley,Open,3.750805281883167,16.963388761618724,5,41.11853368796625,0,0.198,Mansion,Precast,1993,2007,1,West,148.7756198666172,89.55724664047729,245.54600757242864,0,1,1,0,Manual,1,1,High,1,1,0,0,4,2,0,2,1,Compact,High-End,0,1,Standard,1,4.513431152847932,1,1,0,0,2,1,1,D,4,1,8,3,19052.570346517805,Freehold,Owner,Inheritance,Rented,Owner,2022,7,5,5,0,1,1,34063785.00303079,1,1,0,1,9.054175889759545,Low,1,3.66,1,Yes,52,34.369136104570416,A,0,7955359.250206278,0.23,0.044,163,73,69,87,4,0,0,0,0,1,0,1,59245000.0
Shibuya,Residential,1,1.015600374131817,Heavy,565.1941191931141,716.6617018008681,2208.4122504114534,Main,Blocked,2.542959901347566,23.691000853793405,1,50.736641754337555,2,0.291,Detached,Wood,2021,2011,3,West,150.4544725796491,50.69929285926291,202.25802078247256,0,1,0,1,Manual,0,0,Low,1,0,1,0,1,1,0,2,1,Closed,Standard,0,0,Auto,0,5.684684464128108,1,1,0,0,2,1,8,C,4,1,7,3,19696.955239299507,Leasehold_50yr,Bank,Foreclosure,Immediate,Owner,2022,9,1,2,0,0,1,58424521.13756055,0,0,0,3,2.7131686148362655,Medium,1,4.21,0,Yes,33,24.46369410844223,B,1,6463622.94895663,0.02,0.046,441,56,152,52,10,0,0,0,0,0,0,0,42845000.0
Taito,Commercial,0,2.584639698269119,Moderate,170.54641308089182,1167.618569857902,1745.7141814988508,Main,Partial,1.636319760409433,26.595427301048314,5,26.297859693920895,3,0.207,Apartment,RC,2020,2011,2,West,98.96180923384726,50.190087343200936,262.64986280600124,0,0,1,1,Mechanical,1,1,High,1,0,1,1,1,1,0,1,2,Compact,Standard,1,1,Auto,1,4.697843998864294,1,1,1,1,1,4,9,B,2,1,9,1,8407.79656850864,Leasehold_30yr,Company,Inheritance,Rented,Owner,2022,3,9,2,1,1,0,57989830.341380306,0,0,1,4,2.4841927171148854,Low,1,5.22,1,Yes,21,43.20384917618369,A,1,4864554.84914515,0.38,0.009,160,76,38,43,9,0,0,0,0,1,0,0,35978000.0
Shibuya,Industrial,1,0.0,Heavy,95.63952359515827,827.1241981085566,200.0,Private,Blocked,3.042982266714356,20.848306518364662,1,31.024286640780087,5,0.296,Mansion,Steel,1971,2017,7,West,120.93635841054902,75.73399421950658,236.96159143102977,0,1,0,1,Manual,1,1,None,1,1,1,1,1,3,0,2,1,Closed,Standard,0,0,Standard,0,3.830467897875485,1,0,1,0,4,4,7,C,7,0,5,6,15260.937470081695,Leasehold_50yr,Company,Inheritance,Rented,Agent,2020,6,9,2,1,1,1,45656724.62671694,0,1,0,4,5.612605524303844,High,0,7.99,1,No,82,78.57739359776092,B,0,8389853.049026823,0.3,0.032,236,53,127,64,1,0,0,1,0,1,0,0,46205000.0
Chuo,Residential,0,3.8025118590747553,Moderate,473.9976816624674,590.8269047323002,1130.7949237805974,Private,Partial,1.7707576976389188,17.04336131871819,2,35.273547467523635,2,0.136,Mansion,Wood,2015,1994,6,South,119.33169645968015,134.6406248843681,254.15096210698934,1,0,1,1,Mechanical,0,0,High,1,0,1,1,1,2,1,2,2,Closed,Standard,1,0,Auto,0,4.413529652546513,1,1,0,1,2,5,10,D,3,1,6,2,23527.660360007925,Freehold,Bank,Foreclosure,Rented,Owner,2021,8,6,4,1,1,0,61178888.011906825,1,1,1,5,2.2882038102315625,Low,1,7.75,1,No,91,100.0,C,1,7750706.328632442,0.09,0.017,189,74,147,87,8,0,0,0,0,1,0,1,82487000.0
Shinjuku,Residential,0,2.834492720704601,Heavy,393.32825467636604,1580.4723546452055,964.1246372442873,Alley,Open,1.0034823600035778,33.74769990128924,5,29.878044334061055,0,0.27,Detached,Steel,2022,1993,1,North,109.32744659318686,88.60765027521752,225.06823655705335,1,0,0,1,Mechanical,0,1,Medium,1,0,0,1,2,2,1,2,1,Island,High-End,0,0,Standard,0,7.9488069991886325,0,0,1,0,1,4,9,E,6,1,10,10,14408.740053114829,Leasehold_50yr,Owner,Foreclosure,Rented,Agent,2024,9,9,5,0,1,1,71036742.61207491,1,0,0,5,4.635819622578344,Medium,0,4.8,0,No,37,8.893502874471075,B,0,5044144.10246552,0.04,0.033,118,74,159,27,10,0,0,0,0,1,0,0,60022000.0
Taito,Residential,1,0.1614668775102619,Light,50.0,1192.912647309002,611.6310678467423,Main,Panoramic,3.7200534670072036,27.840088191321552,4,22.538639793040957,5,0.069,RowHouse,Precast,1994,2020,3,South,116.83831877103269,58.29946780389008,232.33938555783016,1,1,1,1,None,1,1,Medium,1,1,1,1,1,1,1,2,1,Island,Standard,0,1,Auto,1,2.3140251154391525,1,1,0,1,1,4,2,D,5,0,8,4,10008.081346482899,Leasehold_30yr,Owner,Inheritance,Immediate,Agent,2022,11,3,3,0,0,0,56679649.89279303,1,0,1,3,5.999570745121612,Medium,0,6.35,0,No,2,44.73517208915552,B,0,7342983.918553142,0.08,0.038,334,43,29,93,4,0,0,0,0,1,0,0,40882000.0
Shinjuku,Commercial,0,4.39849860669323,Moderate,753.8277381049056,870.2969879539743,1385.9434972356737,Main,Open,3.901037458217775,31.24016105433433,5,21.03915302119951,1,0.044,Mansion,Precast,1988,2014,4,South,139.04198885706663,175.89780374409904,246.05164185565488,1,0,0,0,Manual,0,0,Medium,0,0,0,1,2,2,1,1,2,Compact,High-End,0,1,Standard,0,4.53555234949097,0,0,0,0,1,3,10,A,10,0,3,9,3749.3423502830483,Freehold,Company,Inheritance,VacantSoon,Agent,2024,2,6,2,1,1,1,96252661.0858389,0,1,0,4,6.974052175343833,Low,0,3.08,0,Yes,52,40.362414404113196,B,0,6335159.484067841,0.29,0.024,272,65,22,54,3,0,0,0,1,1,0,0,111874000.0
Shinjuku,Commercial,0,4.674103892486018,Moderate,296.32074040408907,1029.798904943119,1126.0825020029674,Private,Open,3.077362063802568,16.76371320224827,5,32.13862232828949,3,0.214,Detached,RC,2014,2002,10,West,90.36878116689982,126.65947136110512,243.144591882158,0,1,0,0,Mechanical,1,1,Medium,1,0,0,1,3,3,0,2,2,Compact,High-End,0,0,Standard,0,5.245682700783027,0,1,0,1,2,4,5,A,9,0,3,10,3000.0,Freehold,Owner,Normal,VacantSoon,Agent,2021,7,1,3,0,0,1,50726949.53628585,1,0,1,2,6.04867611177398,High,0,4.07,0,Yes,47,65.27420969483907,A,0,6368477.030641811,0.3,-0.018,473,36,170,93,8,0,0,0,1,0,0,0,89747000.0
Shinjuku,Industrial,1,1.8195083410102617,Moderate,527.6699798397631,475.3943905091023,734.3641641685572,Main,Open,0.6584766005789373,33.299788488789844,5,19.33140158337695,2,0.118,Mansion,Steel,1982,2006,7,East,119.77303994228123,125.92701859390019,253.47757428011906,1,1,1,0,Manual,0,1,High,1,0,0,0,2,3,1,2,2,Compact,Standard,0,1,Auto,0,2.4575577357536513,1,0,0,1,3,4,9,D,10,0,10,10,3989.422968614085,Freehold,Company,Inheritance,VacantSoon,Owner,2023,9,2,1,1,0,1,66976772.68036347,0,0,1,5,6.9804707692274,Medium,0,7.46,0,No,25,48.10146312647868,A,0,5797081.147932077,0.39,0.034,331,61,38,77,2,0,0,0,0,0,0,0,89635000.0
Minato,Commercial,0,1.0735109352997565,None,801.2958128332876,485.95654620467343,377.46190248418793,Private,Open,4.720210766733656,18.76728733549847,3,19.051365076331475,5,0.102,Mansion,Steel,1998,2009,3,South,52.538305850787395,128.6814427434507,254.4641659528119,0,1,1,0,Manual,1,1,High,0,0,1,0,3,2,1,2,1,Closed,Standard,0,1,Smart,0,3.564270475495948,0,1,0,1,2,4,7,D,4,1,10,7,23758.158750403098,Leasehold_30yr,Owner,Foreclosure,VacantSoon,Owner,2022,8,4,4,1,1,1,53928181.88919911,0,0,1,4,6.858954828101517,High,0,2.8,0,Yes,25,55.01154259915681,B,1,6307118.383019554,0.38,0.05,367,76,72,97,5,0,0,0,0,0,0,0,77320000.0
Setagaya,Commercial,1,3.686303574202864,Moderate,461.90109406984055,1134.2270860482636,956.4335481980186,Alley,Panoramic,4.679245439635588,27.47219522260609,5,33.935720111545926,3,0.205,Detached,Wood,2001,2013,4,West,89.26460716159741,137.27239783032402,216.82741367281693,1,1,0,1,None,1,0,Low,0,1,1,1,1,2,1,2,1,Island,High-End,0,1,Auto,1,4.306744802761639,1,0,0,1,3,5,8,E,5,1,10,8,11753.141900178893,Freehold,Bank,Normal,VacantSoon,Agent,2020,7,3,5,1,0,1,66717164.31851297,0,0,1,4,5.527784515620696,Medium,0,7.12,0,No,68,64.13459496846765,C,0,7057220.428738736,0.21,0.032,181,76,168,19,6,0,0,0,0,1,0,0,95028000.0
Minato,Residential,1,1.6562098625597406,None,718.3230164667727,801.4392136250361,1203.1628179095794,Private,Blocked,4.0276551811812835,44.79588009773103,5,29.048406485143847,5,0.107,Detached,Precast,1975,2008,7,East,65.69123921105056,106.827826788371,243.7993745093935,0,1,1,0,Mechanical,1,1,High,0,0,0,0,2,3,0,1,1,Island,High-End,0,1,Smart,0,1.7181412626835706,1,1,0,0,3,4,1,E,7,1,1,2,12879.377293523048,Leasehold_30yr,Company,Inheritance,Immediate,Owner,2024,5,1,5,1,1,0,61534251.32925085,0,1,1,4,5.6920648820222155,Low,1,2.33,1,No,27,37.15030457950666,B,1,5824439.426274135,0.14,-0.018,266,68,130,98,1,0,0,1,0,1,0,0,58468000.0
Setagaya,Residential,1,2.161039507812854,None,184.23648841375442,753.2547334396357,1152.6332852170096,Alley,Panoramic,2.864502772176867,33.52078066344026,4,39.37206270581685,3,0.176,Apartment,Wood,1978,2012,4,South,127.75866966402029,90.81428146893023,236.67987851697265,0,0,1,1,Mechanical,0,0,Medium,1,1,1,0,3,2,1,1,2,Compact,Standard,1,0,Auto,0,3.3995471008939626,0,0,1,0,4,2,9,A,8,1,2,3,8678.041725635816,Leasehold_30yr,Company,Normal,Immediate,Owner,2023,11,3,3,0,0,1,69227349.05042227,1,0,1,1,8.295985940451224,Low,1,3.78,0,No,19,63.13866020234121,A,1,7918110.75708476,0.09,0.034,236,59,138,77,1,0,0,1,0,1,0,0,51188000.0
Shinjuku,Residential,1,3.2172897339227675,Heavy,755.2463384575119,713.6186915118028,1625.112934083285,Private,Panoramic,2.6092892606418734,28.39219318015735,1,25.75088589917158,2,0.097,Mansion,Wood,2021,1991,9,North,68.0221050338235,94.26881387024574,247.91906627587935,0,0,1,1,None,1,0,High,0,0,0,0,1,1,1,1,1,Closed,High-End,0,1,Auto,1,0.8840564480562256,1,0,1,1,5,2,6,B,6,0,2,1,14381.414693437033,Leasehold_50yr,Company,Foreclosure,Immediate,Owner,2021,11,9,2,1,0,0,37638333.42497277,0,1,1,5,6.493286061967998,Medium,1,3.61,1,No,51,43.34622390523652,B,0,8023003.364904228,0.09,0.02,414,41,103,29,10,0,0,0,0,0,0,0,65958000.0
Taito,Residential,1,1.8464885362068033,None,193.53387600421917,845.6202306407339,1335.193613253285,Alley,Panoramic,3.0247425874898144,38.50495750613998,1,24.187440500244644,1,0.237,RowHouse,RC,1970,2010,6,North,50.35531237652938,34.77616717716722,233.60576521091002,0,1,1,0,Mechanical,1,1,None,1,1,0,0,3,1,1,1,2,Compact,Standard,1,1,Smart,1,6.92442474059774,0,0,1,1,1,4,6,D,1,0,7,3,11229.174639996389,Leasehold_30yr,Company,Foreclosure,Rented,Owner,2021,3,5,4,0,1,0,74036935.7381041,1,1,1,3,6.632152670596245,High,1,5.57,0,No,36,83.45707716195425,A,0,5275654.730601784,0.07,0.04,201,78,99,85,1,0,0,1,0,1,0,0,24013000.0
